team_abbreviation_home,team_abbreviation_away,season_type,label,min_avg5,fg_pct_home_avg5,fg3_pct_home_avg5,ft_pct_home_avg5,oreb_home_avg5,dreb_home_avg5,reb_home_avg5,ast_home_avg5,stl_home_avg5,blk_home_avg5,tov_home_avg5,pf_home_avg5,pts_home_avg5,home_wl_pre5,fg_pct_away_avg5,fg3_pct_away_avg5,ft_pct_away_avg5,oreb_away_avg5,dreb_away_avg5,reb_away_avg5,ast_away_avg5,stl_away_avg5,blk_away_avg5,tov_away_avg5,pf_away_avg5,pts_away_avg5,away_wl_pre5
DEN,CHI,Regular Season,1,240.0,0.4546,0.3259999999999999,0.7912000000000001,14.2,32.0,46.2,23.0,4.4,5.6,12.4,24.6,100.0,WWWLW,0.4108,0.3774,0.7630000000000001,12.0,32.8,44.8,16.4,7.0,4.0,15.0,21.2,87.8,LWLWL
IND,POR,Regular Season,0,240.0,0.4726,0.3,0.7156,14.0,35.8,49.8,24.6,8.2,3.8,19.4,25.4,99.8,LLWLL,0.5118,0.42,0.6766,10.4,26.4,36.8,26.2,5.2,5.0,14.8,28.4,105.2,LLWWW
CLE,UTH,Regular Season,0,245.0,0.4594,0.3566000000000001,0.74,12.6,29.4,42.0,30.0,7.4,7.2,14.0,20.8,99.6,WLLWL,0.4686,0.1666,0.7882,12.8,24.2,37.0,24.4,10.0,3.2,16.6,26.8,105.2,WLWWL
BOS,MIL,Regular Season,1,245.0,0.4762,0.3586000000000002,0.7966,5.8,35.0,40.8,25.0,9.2,5.4,17.2,17.8,91.6,WLLWL,0.5092000000000001,0.4208000000000002,0.7196,12.8,29.0,41.8,24.4,10.4,4.2,13.0,20.0,111.4,LLWWW
ATL,WAS,Regular Season,0,245.0,0.4762000000000001,0.2964000000000001,0.7938,10.0,29.4,39.4,20.4,7.2,3.6,17.8,28.4,97.6,WLWLL,0.4692,0.371,0.752,11.0,29.4,40.4,22.2,5.4,4.2,13.2,18.0,98.8,WWWWW
TOR,ATL,Regular Season,1,240.0,0.4854000000000001,0.3482,0.8208,9.8,34.4,44.2,22.4,9.0,6.0,13.0,20.0,113.6,LWWWW,0.4000000000000001,0.3454,0.8177999999999999,11.8,32.4,44.2,19.2,9.2,2.2,11.6,18.2,104.0,LWWWL
GSW,MIA,Regular Season,1,240.0,0.4926,0.4349999999999999,0.781,10.6,33.0,43.6,31.2,8.2,5.6,11.6,20.8,115.2,WLLWW,0.4858,0.3726,0.7066000000000001,12.8,28.6,41.4,24.8,10.4,4.8,17.4,21.8,111.2,WLWLW
DEN,UTA,Regular Season,0,240.0,0.4326,0.3026,0.7698,9.0,35.0,44.0,22.8,6.0,6.4,13.4,20.6,96.4,WWWLW,0.3904000000000001,0.3592000000000001,0.8374,10.4,28.6,39.0,15.6,8.0,4.6,13.6,20.8,95.0,WLWWW
PHX,MIN,Regular Season,1,245.0,0.4864,0.4108,0.7300000000000001,7.6,32.8,40.4,23.2,4.0,6.2,13.8,13.8,102.6,WWWWL,0.4894,0.4004,0.8464,10.0,26.4,36.4,21.2,5.8,4.2,15.2,17.0,99.6,LLWWW
NYK,WAS,Regular Season,0,240.0,0.418,0.33,0.8148,11.8,34.2,46.0,17.6,3.8,5.0,13.8,20.6,94.6,WWLWW,0.4680000000000001,0.3709999999999999,0.7376,5.2,31.4,36.6,23.6,7.6,4.0,11.6,21.2,105.0,WWWWW
IND,NJN,Regular Season,0,240.0,0.52,0.3676000000000001,0.7809999999999999,9.8,28.4,38.2,21.0,7.6,3.6,15.8,23.6,101.4,LLWLL,0.4584,0.4211999999999999,0.7412,11.4,25.6,37.0,21.0,6.4,4.4,15.2,23.4,96.2,WWLWW
MIN,HOU,Playoffs,0,240.0,0.4406,0.3119999999999999,0.7876,11.4,25.0,36.4,24.8,4.4,5.8,13.2,23.2,93.6,LLWLW,0.433,0.309,0.7948,12.4,28.0,40.4,18.0,8.8,3.8,15.4,18.4,91.8,WWWLL
MIA,ORL,Regular Season,1,240.0,0.4814,0.3859999999999999,0.788,9.8,32.6,42.4,19.8,7.6,4.6,14.6,20.0,91.0,WLLLL,0.4528,0.4947999999999999,0.8204,9.4,27.2,36.6,21.0,8.4,4.0,11.4,18.4,101.2,WWLWW
PHI,TOR,Regular Season,0,245.0,0.4182,0.3148000000000001,0.6712,13.6,27.6,41.2,18.4,10.4,5.2,15.6,24.0,91.0,WWLWL,0.4542,0.2758000000000001,0.7414,14.4,30.8,45.2,25.8,10.8,5.2,18.6,25.4,106.4,WLLWW
NJN,SAC,Regular Season,1,245.0,0.4848,0.5554,0.7874,14.6,32.4,47.0,27.6,9.4,7.8,16.0,20.4,102.8,LLLLL,0.4374,0.3612,0.7626,14.0,28.0,42.0,20.8,6.0,3.0,15.6,25.0,103.0,WWWWL
ATL,IND,Regular Season,1,240.0,0.5206000000000002,0.4200000000000001,0.7415999999999999,7.6,36.0,43.6,27.8,7.4,4.8,14.0,21.8,118.8,WLWLL,0.433,0.3344,0.7484,10.8,30.6,41.4,24.2,6.2,5.8,13.8,24.6,101.2,LWWWL
DEN,WAS,Regular Season,0,245.0,0.4406,0.3182,0.767,13.4,31.6,45.0,23.6,7.6,3.2,12.8,22.2,106.4,WWWLW,0.4282000000000001,0.2234,0.7859999999999999,9.0,36.0,45.0,20.4,8.2,4.0,17.8,22.0,90.6,WWWWW
SAC,HOU,Regular Season,0,240.0,0.4846,0.3338,0.7300000000000001,12.2,28.4,40.6,22.2,7.8,4.6,17.6,24.6,104.0,LWWLL,0.5024,0.3528,0.7262,9.6,30.4,40.0,23.6,5.4,4.6,14.4,24.6,101.6,WWWLL
MIA,MIL,Regular Season,1,240.0,0.4372000000000001,0.3036,0.8413999999999999,14.0,30.0,44.0,21.8,9.8,3.2,12.2,15.2,109.2,WLLLL,0.414,0.3374,0.6756,13.8,41.8,55.6,23.8,6.0,4.2,15.6,17.8,108.8,LLWWW
SAS,UTA,Regular Season,0,240.0,0.472,0.3842,0.7066000000000001,14.6,29.6,44.2,21.6,6.2,6.8,12.6,20.8,93.4,LWLWL,0.4906,0.35,0.8238,9.4,27.8,37.2,24.6,8.0,3.4,13.0,25.6,101.6,WLWWW
LAL,POR,Regular Season,0,240.0,0.4464,0.2838,0.7414,14.2,26.0,40.2,22.2,7.0,3.0,13.0,19.2,94.8,WWWLL,0.437,0.3216,0.7303999999999999,13.6,26.4,40.0,18.6,6.8,5.8,16.4,20.0,92.8,LLWWW
MIN,NOH,Regular Season,1,240.0,0.4714000000000001,0.3487999999999999,0.8353999999999999,7.8,32.0,39.8,24.8,5.8,6.6,11.2,26.2,99.8,LLWLW,0.399,0.3365999999999999,0.7794000000000001,12.8,32.8,45.6,18.6,7.6,4.2,16.0,25.0,90.0,LWWWL
POR,DEN,Regular Season,0,240.0,0.4688000000000001,0.3616000000000002,0.7572000000000001,10.4,33.4,43.8,22.6,6.0,4.8,12.8,18.0,109.6,LLLLL,0.4942,0.4424,0.7323999999999999,8.6,35.4,44.0,25.8,7.4,4.8,12.6,18.0,120.0,LLLLL
PHX,NYK,Regular Season,1,240.0,0.4736000000000001,0.3774,0.8238,10.2,34.8,45.0,26.8,6.6,8.4,16.4,21.2,107.6,WWWWL,0.4666,0.3454,0.8088000000000001,12.4,28.4,40.8,23.0,8.6,2.8,15.4,27.2,108.0,WLWWW
MIL,TOR,Regular Season,1,240.0,0.4631999999999999,0.3496,0.7908,12.0,29.0,41.0,22.6,9.6,4.4,13.0,25.6,99.8,WLLWL,0.437,0.4296,0.7794,13.2,27.8,41.0,22.6,7.6,5.0,13.4,24.4,96.2,WLLWW
PHI,BKN,Pre Season,0,245.0,0.4086,0.3882,0.7506,10.4,32.0,42.4,21.0,5.8,4.8,11.6,19.0,89.8,WWLWL,0.4136,0.344,0.7030000000000001,14.0,30.8,44.8,20.0,7.6,5.2,17.2,25.8,91.2,LWLWW
BOS,SEA,Regular Season,1,240.0,0.5456,0.4072,0.8208,11.8,32.8,44.6,32.4,8.4,6.2,16.4,18.2,119.0,WLLWL,0.4936,0.4032,0.7949999999999999,13.6,29.8,43.4,24.4,7.2,6.2,19.4,24.4,108.2,WWWWL
ORL,OKC,Regular Season,0,240.0,0.4676,0.3501999999999999,0.7692,12.0,34.2,46.2,26.4,4.6,4.0,12.2,16.4,109.4,WWWLL,0.4668000000000002,0.3182,0.8064,7.2,28.2,35.4,21.6,7.2,6.6,14.8,24.0,110.0,WLWWL
PHX,DET,Regular Season,0,240.0,0.4724,0.4156000000000001,0.7582000000000001,10.6,29.8,40.4,21.4,9.0,5.2,17.6,20.6,105.2,WWWWL,0.4054,0.3344,0.6716,10.6,29.8,40.4,17.2,6.2,4.8,11.4,19.6,89.6,WWWLW
MIL,CHA,Regular Season,1,240.0,0.4886,0.3578,0.6662000000000001,11.8,39.4,51.2,28.8,7.2,6.2,12.6,17.0,122.2,WLLWL,0.4252000000000001,0.2974,0.8371999999999999,10.2,29.2,39.4,20.8,8.4,2.8,19.4,22.4,104.2,LWLLL
WAS,TOR,Regular Season,1,240.0,0.4075999999999999,0.2592000000000001,0.6944,14.4,35.0,49.4,21.8,6.8,3.0,18.4,26.4,91.8,WLLWL,0.4554,0.3665999999999999,0.7436,14.0,30.6,44.6,22.0,7.8,4.0,17.8,28.0,99.6,WLLWW
LAL,LAC,Regular Season,0,240.0,0.4190000000000001,0.3424000000000001,0.6174,10.8,32.0,42.8,18.6,4.8,4.6,13.8,17.6,84.2,WWWLL,0.5046000000000002,0.4588000000000001,0.647,9.6,37.6,47.2,27.4,7.6,3.6,12.0,22.6,115.4,WLLWW
CLE,NYK,Regular Season,0,240.0,0.4412,0.2638000000000001,0.7384000000000001,12.0,23.6,35.6,24.6,7.6,3.4,10.2,18.0,89.4,WLLWL,0.4816,0.2362,0.7698,11.8,25.0,36.8,22.8,7.8,4.8,15.8,25.2,100.6,WLWWW
MIL,NOH,Regular Season,0,240.0,0.4676,0.4432,0.7774,11.2,30.4,41.6,22.8,7.2,4.4,12.2,21.2,101.2,WLLWL,0.457,0.376,0.7162,13.2,29.6,42.8,25.4,6.0,4.4,13.6,22.4,95.0,LWWWL
WAS,SAN,Regular Season,0,240.0,0.4444,0.2,0.7786,14.6,31.2,45.8,24.2,6.4,4.4,15.4,24.0,103.2,WLLWL,0.488,0.3272,0.7224,13.2,27.4,40.6,27.0,11.0,4.2,15.4,22.4,105.2,WWLWL
LAC,HOU,Regular Season,1,240.0,0.4274,0.3716,0.753,15.2,28.8,44.0,18.6,5.2,6.2,12.8,18.8,92.8,WWWLL,0.4212000000000001,0.3424,0.7425999999999999,11.6,26.2,37.8,18.8,7.0,5.2,12.0,19.0,92.4,WWWLL
MIN,SEA,Regular Season,0,250.0,0.4054,0.2923999999999999,0.774,13.8,27.0,40.8,21.4,7.6,7.4,15.6,22.8,93.8,LLWLW,0.437,0.3715999999999999,0.8342,14.2,27.2,41.4,18.6,8.0,4.8,18.4,28.6,94.2,WWWWL
PHI,LAL,Playoffs,0,240.0,0.3976,0.2885999999999999,0.775,17.0,29.8,46.8,19.2,8.4,4.6,12.6,17.8,91.8,WWLWL,0.4696000000000001,0.4457999999999999,0.7132,11.2,32.2,43.4,18.8,9.6,5.0,20.2,22.6,102.0,LWWWW
IND,DAL,Regular Season,0,240.0,0.4568,0.4104000000000001,0.7616,8.4,32.4,40.8,23.0,7.2,4.2,11.4,20.6,112.8,LLWLL,0.4536,0.3266000000000001,0.6876,9.6,37.6,47.2,24.8,7.2,7.0,11.4,18.4,110.8,WLWWW
DEN,HOU,Regular Season,0,240.0,0.4652,0.4096,0.7248,12.6,27.0,39.6,25.2,5.8,7.8,14.0,24.6,98.4,WWWLW,0.4008000000000001,0.4069999999999999,0.6648,15.4,29.4,44.8,18.4,5.0,7.2,16.4,23.4,92.0,WWWLL
GSW,LAL,Regular Season,1,240.0,0.4301999999999999,0.4065999999999999,0.8251999999999999,16.0,32.0,48.0,24.8,8.8,6.2,21.0,26.4,90.2,WLLWW,0.4519999999999999,0.3541999999999999,0.7050000000000001,9.8,27.0,36.8,21.6,7.4,5.4,13.2,26.2,94.2,LWWWW
SAC,UTA,Regular Season,1,240.0,0.4876000000000001,0.3648,0.767,10.0,30.8,40.8,28.6,6.8,2.6,9.6,19.4,122.2,LWWLL,0.5144000000000001,0.376,0.7592,9.0,32.0,41.0,29.4,6.0,5.0,16.8,21.8,118.2,WLWWW
SAC,CLE,Regular Season,0,240.0,0.4622,0.3154,0.7682,8.8,29.0,37.8,24.8,5.0,2.6,15.0,21.0,95.4,LWWLL,0.4347999999999999,0.2394,0.6486000000000001,9.8,27.0,36.8,15.8,5.2,8.6,14.4,19.2,84.6,WLLWW
LAC,MIA,Regular Season,1,240.0,0.4615999999999999,0.3286,0.78,11.4,33.4,44.8,21.2,7.0,10.0,18.8,19.6,92.8,WWWLL,0.45,0.2814,0.7712,10.0,31.8,41.8,21.8,6.8,4.8,16.2,22.4,88.4,WLWLW
PHI,DET,Playoffs,0,240.0,0.4152,0.1806,0.6516,12.6,29.4,42.0,17.0,10.4,3.2,14.0,18.6,84.4,WWLWL,0.4468,0.369,0.8103999999999999,11.6,28.6,40.2,22.0,5.6,4.8,16.0,23.8,89.2,WWWLW
NYK,NJN,Regular Season,1,245.0,0.4284,0.3210000000000001,0.7972,11.2,27.8,39.0,18.6,6.8,3.6,10.6,24.0,102.8,WWLWW,0.4728,0.3225999999999999,0.7577999999999999,12.0,34.6,46.6,22.2,4.8,4.4,12.4,20.4,101.8,WWLWW
HOU,POR,Regular Season,0,240.0,0.4708,0.3766,0.6686,12.2,38.0,50.2,22.2,6.4,5.2,15.4,20.4,120.4,LLWLW,0.4076000000000001,0.333,0.7262000000000001,10.2,37.6,47.8,23.0,7.2,2.8,14.4,20.4,103.8,LLWWW
DAL,POR,Regular Season,0,240.0,0.4634,0.5932000000000001,0.768,11.2,33.6,44.8,24.8,7.6,6.4,11.6,23.0,106.6,LLWLL,0.4246,0.3423999999999999,0.7976,8.2,31.4,39.6,19.4,7.2,7.0,14.0,21.4,86.4,LLWWW
CHI,MIL,Regular Season,1,245.0,0.4002,0.3152000000000001,0.826,18.4,30.8,49.2,21.8,7.4,9.8,14.4,16.8,100.2,LLWLW,0.4624,0.3388,0.7748000000000002,9.2,34.4,43.6,21.8,8.0,4.2,14.6,17.8,96.4,LLWWW
PHI,POR,Regular Season,1,240.0,0.4625999999999999,0.275,0.6980000000000001,14.8,33.0,47.8,22.0,6.6,6.2,13.8,19.2,98.2,WWLWL,0.419,0.2726,0.7322,15.0,26.2,41.2,17.2,8.6,5.6,15.8,23.8,93.2,LLWWW
CHI,NJN,Regular Season,1,240.0,0.4778,0.4508000000000001,0.7528,15.0,33.4,48.4,27.2,8.4,6.8,11.8,23.6,109.0,LLWLW,0.4504,0.3128,0.744,13.2,32.2,45.4,17.2,10.0,3.8,9.8,25.0,113.4,WWLWW
CLE,GOS,Regular Season,1,245.0,0.4493999999999999,0.4054000000000001,0.8907999999999999,13.6,30.0,43.6,25.8,10.0,6.8,15.0,20.0,99.2,WLLWL,0.4844,0.3438,0.7422,12.4,27.8,40.2,23.2,12.2,4.4,16.2,25.6,104.4,WLWLW
NYK,ORL,Regular Season,1,240.0,0.4438,0.3788000000000001,0.7548000000000001,8.4,28.8,37.2,22.6,7.4,3.8,14.0,19.6,94.4,WWLWW,0.4404,0.3676,0.6692,10.4,34.4,44.8,23.0,7.8,4.6,14.8,21.0,96.4,WWLWW
MIL,CHH,Regular Season,0,240.0,0.4291999999999999,0.3414,0.6712,12.4,24.2,36.6,19.8,9.4,4.0,12.6,21.0,87.8,WLLWL,0.4211999999999999,0.2804,0.6484,12.8,32.6,45.4,19.2,3.6,6.0,15.8,24.6,86.6,WLWWL
DET,LAC,Regular Season,1,240.0,0.5262,0.3628,0.654,14.4,29.2,43.6,27.2,5.6,3.0,12.4,17.0,107.4,LLLLL,0.4478,0.1908,0.7732,14.2,26.2,40.4,24.6,10.6,5.4,13.8,25.8,104.0,WLLWW
UTA,SAS,Regular Season,1,240.0,0.4642,0.3588,0.7030000000000001,12.0,28.8,40.8,19.8,5.0,5.2,13.2,17.8,98.8,LLLLW,0.5054000000000001,0.4115999999999999,0.874,11.6,27.6,39.2,22.4,6.4,4.4,11.2,24.2,117.8,WWLWL
NYK,DET,Regular Season,1,245.0,0.4482,0.418,0.7054,13.8,31.2,45.0,22.0,7.6,4.4,17.6,23.8,89.6,WWLWW,0.4210000000000001,0.4110000000000001,0.7114,13.8,29.8,43.6,19.2,5.8,5.8,16.6,22.6,91.6,WWWLW
SAC,UTH,Regular Season,0,240.0,0.4664,0.3656,0.752,11.2,27.6,38.8,23.2,5.4,5.8,12.4,21.8,96.2,LWWLL,0.5042000000000001,0.2352000000000001,0.7704,10.6,30.6,41.2,25.6,6.8,5.8,17.8,21.0,106.8,WLWWL
PHI,NYK,Regular Season,1,240.0,0.4488,0.3254,0.7622,11.4,30.0,41.4,24.8,9.6,4.2,16.0,23.6,95.6,WWLWL,0.4162,0.3242,0.743,12.8,26.4,39.2,20.2,6.2,3.8,13.2,20.4,88.0,WLWWW
ORL,CLE,Regular Season,1,240.0,0.4554,0.3273999999999999,0.7430000000000001,9.8,36.4,46.2,25.4,8.6,4.4,15.8,18.8,107.0,WWWLL,0.4296,0.3076,0.8044,7.6,32.2,39.8,22.6,8.6,6.0,16.6,22.6,100.2,WLLWW
PHI,CHH,Regular Season,1,240.0,0.457,0.2422,0.7766,13.6,28.8,42.4,24.8,8.8,5.4,13.2,24.4,100.4,WWLWL,0.436,0.3578,0.7034,12.8,28.4,41.2,21.4,3.6,2.6,14.8,23.2,96.4,WLWWL
MIA,NYK,Playoffs,0,240.0,0.4486,0.309,0.6996,9.2,26.2,35.4,20.8,8.2,3.0,12.0,18.2,90.0,WLLLL,0.4234000000000001,0.302,0.8352,12.4,31.4,43.8,23.6,8.6,3.2,14.8,21.0,94.8,WLWWW
PHI,BOS,Regular Season,0,240.0,0.4062,0.2734,0.6708,12.6,32.6,45.2,17.0,8.0,3.8,17.2,19.6,83.4,WWLWL,0.43,0.4711999999999999,0.7708,10.6,31.4,42.0,18.8,8.4,5.0,16.8,20.4,87.2,WLWLL
MIN,CLE,Regular Season,1,240.0,0.4874,0.3954,0.737,11.0,23.4,34.4,27.0,7.8,3.8,13.6,24.8,97.8,LLWLW,0.4856,0.3288,0.729,8.2,28.4,36.6,21.4,8.2,3.2,17.2,23.6,98.6,WLLWW
IND,MIL,Regular Season,1,240.0,0.4821999999999999,0.2988,0.7684,12.8,30.2,43.0,26.0,7.6,3.4,14.2,25.0,104.0,LLWLL,0.5025999999999999,0.6000000000000001,0.6980000000000001,10.8,26.4,37.2,25.8,7.8,4.4,19.2,26.2,103.2,LLWWW
HOU,GOS,Regular Season,1,240.0,0.5284000000000001,0.4915999999999999,0.7706,12.8,36.0,48.8,32.6,10.0,6.0,17.4,23.4,120.0,LLWLW,0.5422,0.2678,0.7916000000000001,11.4,28.2,39.6,25.4,3.4,5.4,14.4,21.8,112.6,WLWLW
CHI,LAL,Regular Season,0,240.0,0.438,0.3716,0.7308,14.8,25.6,40.4,24.8,9.4,4.8,11.4,21.6,95.8,LLWLW,0.5138,0.3778,0.7958000000000001,8.8,30.0,38.8,27.0,9.8,5.2,17.6,23.4,103.4,LWWWW
CHI,MIL,Playoffs,1,240.0,0.441,0.3202000000000001,0.7886,12.2,36.8,49.0,22.0,8.8,6.2,15.4,16.8,101.4,LLWLW,0.4712,0.3314,0.651,10.4,29.0,39.4,24.0,11.0,4.2,16.8,22.4,99.0,LLWWW
MIA,WAS,Regular Season,0,240.0,0.4442000000000001,0.3174,0.7188,9.0,30.2,39.2,18.0,5.4,6.2,12.8,18.4,91.6,WLLLL,0.4386,0.3527999999999999,0.7662,13.6,28.4,42.0,18.0,6.0,5.4,15.8,21.8,97.4,WWWWW
LAL,VAN,Regular Season,1,240.0,0.4998,0.3838000000000001,0.6662,11.4,36.4,47.8,28.0,7.4,8.4,15.4,22.0,106.6,WWWLL,0.4676,0.417,0.7470000000000001,11.6,28.6,40.2,25.6,9.4,4.0,17.6,23.2,96.4,WWWWL
NJN,UTH,Regular Season,1,245.0,0.4548,0.2812,0.7718,12.0,36.2,48.2,23.4,6.0,8.4,17.6,28.8,111.0,LLLLL,0.462,0.29,0.7798,16.6,29.0,45.6,22.0,9.4,3.8,17.2,25.6,110.6,WLWWL
MIL,TOR,Regular Season,0,245.0,0.5184,0.3647999999999999,0.7222000000000001,9.8,29.0,38.8,25.6,7.0,2.2,16.0,21.6,107.6,WLLWL,0.422,0.429,0.6923999999999999,13.8,31.4,45.2,20.6,7.4,3.4,14.8,20.0,96.6,WLLWW
SAS,MEM,Regular Season,0,240.0,0.4979999999999999,0.4008,0.7664,8.2,34.0,42.2,26.2,7.8,4.4,14.2,15.4,112.8,LWLWL,0.4468,0.4141999999999999,0.8480000000000001,10.8,32.6,43.4,21.8,8.8,5.4,10.0,18.8,117.4,LWWWW
NYK,ORL,Regular Season,1,245.0,0.4639999999999999,0.4864,0.7766,9.6,35.0,44.6,20.4,4.6,5.6,16.0,21.6,99.8,WWLWW,0.4147999999999999,0.3306,0.7716000000000001,11.2,34.0,45.2,18.2,7.2,3.6,17.6,21.4,90.2,WWLWW
NYK,HOU,Regular Season,0,240.0,0.4396,0.2942000000000001,0.8186,10.0,27.0,37.0,17.2,8.4,3.8,14.2,23.8,96.4,WWLWW,0.4916,0.3298,0.7546,11.2,34.0,45.2,20.4,6.6,6.8,18.6,23.6,112.8,WWWLL
TOR,DAL,Regular Season,1,240.0,0.4785999999999999,0.4962000000000001,0.7832,12.2,31.6,43.8,23.6,6.4,4.4,11.6,18.2,99.4,LWWWW,0.4286000000000001,0.3465999999999999,0.7114,9.8,36.8,46.6,23.0,8.2,6.8,17.0,23.4,105.8,WLWWW
MIL,DET,Regular Season,1,240.0,0.4779999999999999,0.3862,0.7462,10.6,29.2,39.8,26.0,8.6,5.4,14.6,20.6,98.4,WLLWL,0.398,0.2812,0.8724000000000001,11.0,26.8,37.8,17.0,5.0,3.8,15.8,18.4,79.6,WWWLW
NYK,GSW,Regular Season,1,240.0,0.4630000000000001,0.4056,0.7742000000000001,10.2,31.4,41.6,15.8,6.8,3.0,17.0,20.6,100.4,WWLWW,0.5058,0.3918000000000002,0.7706,12.6,27.6,40.2,23.0,8.0,3.2,16.0,25.6,107.0,LLWWW
NYK,CLE,Regular Season,0,240.0,0.4502,0.3514,0.7554000000000001,12.4,33.6,46.0,22.0,7.0,5.8,12.4,23.8,114.2,WWLWW,0.4686,0.3214,0.7318,11.8,37.0,48.8,27.6,9.2,6.0,16.4,21.6,113.2,WLLWW
TOR,PHI,Playoffs,1,245.0,0.4502,0.3118,0.7758,13.4,30.6,44.0,20.8,8.8,4.6,10.2,18.0,113.0,LWWWW,0.477,0.4591999999999999,0.8082,7.6,34.4,42.0,25.0,6.2,4.4,17.4,19.6,112.6,LLWLW
TOR,MIA,Regular Season,0,240.0,0.4389999999999999,0.4464,0.7894,8.6,33.2,41.8,19.4,6.4,5.2,14.0,22.8,100.6,LWWWW,0.4176,0.4128,0.7234,13.8,31.0,44.8,19.0,4.2,4.8,13.8,21.6,97.0,WLWLW
DEN,DAL,Regular Season,1,240.0,0.4954,0.3504,0.8480000000000001,12.2,35.6,47.8,26.6,8.0,4.6,14.2,20.0,110.4,WWWLW,0.4454000000000001,0.3234000000000001,0.7256000000000001,10.0,32.8,42.8,22.6,8.2,4.0,16.0,19.0,108.8,WLWWW
POR,TOR,Regular Season,1,240.0,0.4398000000000001,0.2980000000000001,0.8024000000000001,12.6,31.4,44.0,24.0,5.8,3.8,12.8,18.4,104.0,LLLLL,0.421,0.3082,0.6528,12.2,32.6,44.8,20.6,9.0,3.4,14.6,24.2,95.6,WLLWW
POR,LAL,Playoffs,0,240.0,0.4934,0.4336000000000001,0.758,14.4,28.0,42.4,27.4,7.8,3.4,14.0,24.6,112.6,LLLLL,0.503,0.2897999999999999,0.8347999999999999,11.0,29.2,40.2,22.4,8.8,3.2,16.0,22.4,107.2,LWWWW
BOS,PHI,Regular Season,0,240.0,0.4684,0.3766000000000001,0.8295999999999999,11.0,26.4,37.4,22.6,6.2,3.6,17.4,22.4,100.8,WLLWL,0.4556,0.3463999999999999,0.7562,9.4,30.4,39.8,20.2,8.6,4.8,16.2,23.6,105.2,LLWLW
CHI,HOU,Regular Season,0,240.0,0.387,0.2912,0.7468,13.6,29.4,43.0,24.4,9.2,4.8,16.4,21.0,83.6,LLWLW,0.3838,0.379,0.7899999999999999,9.6,32.4,42.0,19.4,7.2,3.6,15.2,20.6,82.8,WWWLL
UTA,HOU,Regular Season,1,240.0,0.4866,0.2604,0.7988,14.4,28.0,42.4,24.6,7.8,4.0,17.0,24.4,99.2,LLLLW,0.4214,0.2866000000000001,0.783,14.4,27.4,41.8,19.2,8.0,2.6,12.8,21.2,101.0,WWWLL
CLE,CHH,Regular Season,1,245.0,0.4468,0.4832000000000001,0.8674,10.8,32.0,42.8,25.2,6.8,7.2,14.6,20.6,96.8,WLLWL,0.4105999999999999,0.4471999999999999,0.71,11.4,35.4,46.8,19.6,7.0,5.8,12.8,19.0,92.8,WLWWL
MIN,SAC,Regular Season,0,255.0,0.4084,0.3014,0.8234,12.8,30.0,42.8,23.8,5.8,8.2,15.2,22.4,92.4,LLWLW,0.4604,0.2444,0.7392,12.0,27.2,39.2,22.4,12.2,4.4,16.2,27.0,100.2,WWWWL
CHI,CLE,Regular Season,1,240.0,0.4293999999999999,0.2500000000000001,0.8148,13.2,35.4,48.6,22.8,8.8,5.0,16.6,23.8,94.8,LLWLW,0.466,0.3568,0.709,8.6,33.0,41.6,27.2,10.8,5.4,13.6,20.4,105.4,WLLWW
LAC,DAL,Regular Season,1,240.0,0.4972,0.3662,0.8084,6.8,35.6,42.4,21.4,8.2,3.2,12.6,18.2,113.0,WWWLL,0.4584000000000001,0.3028,0.7384,12.4,30.4,42.8,20.4,8.8,3.0,16.8,21.6,102.2,WLWWW
IND,SAS,Regular Season,0,240.0,0.403,0.3296000000000001,0.7666000000000001,10.8,34.0,44.8,18.6,8.4,5.8,16.2,23.2,89.8,LLWLL,0.4836,0.3349999999999999,0.7462,12.0,27.6,39.6,24.4,7.6,6.2,15.6,21.8,100.4,WWLWL
BOS,PHI,Pre Season,1,240.0,0.4634,0.2798000000000001,0.772,10.2,30.6,40.8,18.2,8.4,3.6,15.2,23.8,92.2,WLLWL,0.4620000000000001,0.3322,0.6858,9.0,28.6,37.6,21.0,7.6,4.8,17.6,24.4,95.0,LLWLW
SAS,CLE,Regular Season,1,240.0,0.4858,0.4049999999999999,0.7901999999999999,6.8,36.0,42.8,25.0,5.8,6.0,9.8,13.2,109.8,LWLWL,0.4368000000000001,0.329,0.8288,9.8,31.6,41.4,17.6,5.0,1.6,11.2,19.2,104.2,WLLWW
CHI,TOR,Regular Season,0,240.0,0.408,0.3352000000000001,0.7754000000000001,8.4,34.4,42.8,20.8,5.4,5.2,14.8,18.4,84.2,LLWLW,0.4356000000000001,0.3061999999999999,0.7891999999999999,10.4,31.0,41.4,17.8,5.8,3.0,13.2,19.8,95.2,WLLWW
PHI,HOU,Regular Season,1,240.0,0.416,0.2942,0.6676,12.8,31.6,44.4,21.6,10.6,3.8,16.6,25.0,83.4,WWLWL,0.4952000000000001,0.3046,0.7102,10.8,27.6,38.4,21.6,9.6,4.6,16.8,27.6,100.4,WWWLL
TOR,ATL,Regular Season,1,245.0,0.4511999999999999,0.3707999999999999,0.7684,14.0,31.0,45.0,24.8,7.8,5.8,16.4,22.2,92.6,LWWWW,0.4088,0.3796,0.7632,12.2,30.2,42.4,22.2,9.4,4.2,14.8,21.4,97.0,LWWWL
